way_id,point_index,lat,lon
43293931,4,50.1054018,14.407451
43293931,5,50.1052563,14.4077402
43293931,6,50.1051554,14.4080557
43293931,7,50.1051081,14.4083018
43293931,8,50.1050727,14.4086903
43293934,0,50.1076221,14.4149806
43293934,1,50.1074394,14.4150287
43293934,2,50.1064948,14.4152732
43293934,3,50.1056949,14.4154803
43293934,4,50.1056047,14.4154962
43293934,5,50.1055128,14.4155311
43293934,6,50.1053797,14.4155816
43302268,0,50.1095658,14.4184152
43302268,1,50.1096291,14.4186383
43302268,2,50.1099873,14.4197657
43302268,3,50.1101849,14.4207483
43302268,4,50.110293,14.4208431
43302268,5,50.1103454,14.4209748
43302268,6,50.1104012,14.421254
43302268,7,50.1104485,14.4218652
43302268,8,50.1104471,14.4220524
43302268,9,50.1104355,14.4222353
43302268,10,50.1104786,14.4225797
43302268,11,50.1105207,14.4226959
43302268,12,50.1105618,14.4227131
43302268,13,50.1105842,14.4227224
43302268,14,50.1105833,14.4228478
43302268,15,50.1105819,14.4238276
43302268,16,50.1106042,14.4253646
43302268,17,50.1106521,14.4254435
43302268,18,50.1107252,14.4254476
43906829,0,50.1063272,14.4247675
43906829,1,50.1060453,14.424193
43906829,2,50.1059126,14.4237746
43906829,3,50.1059606,14.4234504
43906829,4,50.1058723,14.4231218
43907854,0,50.1051469,14.4277968
43907854,1,50.1051988,14.4279079
43907854,2,50.1052775,14.4279825
43907854,3,50.1052981,14.4280067
43907854,4,50.1053722,14.4280691
43907854,5,50.1054448,14.4280876
43907854,6,50.1055336,14.4280786
43907854,7,50.1056702,14.4280148
43907854,8,50.1057935,14.4278552
43907854,9,50.1058154,14.4278269
43907854,10,50.105864,14.4276657
43907854,11,50.1058708,14.4275155
43907854,12,50.1058515,14.4273746
43907854,13,50.1058139,14.4272269
43907854,14,50.1057472,14.4271086
43907854,15,50.1056567,14.4270206
43907854,16,50.1055297,14.4269833
43907854,17,50.1053466,14.4269874
43907855,0,50.1058154,14.4278269
43907855,1,50.1059027,14.4276847
43907855,2,50.1059611,14.4275226
43907855,3,50.1059883,14.4273466
43907855,4,50.1059376,14.427247
43907855,5,50.1058602,14.4271429
43907855,6,50.1057631,14.427059
43907855,7,50.1056567,14.4270206
43907856,0,50.1059883,14.4273466
43907856,1,50.1060658,14.4275711
43907856,2,50.1061434,14.4279442
43907856,3,50.1061551,14.4271158
43907856,4,50.1061267,14.4265778
43907856,5,50.1059928,14.4263438
50914020,0,50.1051726,14.4215519
50914020,1,50.1051779,14.4218923
50914020,2,50.1051846,14.4223405
50914020,3,50.1051093,14.4223447
50914020,4,50.1051225,14.4232563
50914020,5,50.1051713,14.4253271
50914020,6,50.1051499,14.425703
50914020,7,50.1051237,14.4260784
50914020,8,50.1050706,14.4264816
50914020,9,50.1049944,14.4269229
50914022,0,50.1044543,14.4207472
50914022,1,50.104342,14.4207145
50914024,0,50.1048989,14.4214224
50914024,1,50.1048509,14.4214013
50914024,2,50.1047417,14.4213446
50914024,3,50.104665,14.4212728
53295803,0,50.1090021,14.4040942
53295803,1,50.1089318,14.4041306
53295803,2,50.1088556,14.4041325
53295803,3,50.1086654,14.4041158
53295803,4,50.1086108,14.4041085
53295803,5,50.1085602,14.4041129
53295803,6,50.1085181,14.4041309
53295803,7,50.1084797,14.4041587
53295803,8,50.1084427,14.4041987
53295803,9,50.1084107,14.404258
53295803,10,50.108384,14.4043432
53295803,11,50.1083568,14.4044444
53295804,0,50.1083049,14.4047036
53295804,1,50.1083568,14.4044444
74172108,0,50.1055473,14.4139829
74172108,1,50.1055317,14.4141578
74172108,2,50.105528,14.4143704
74172108,3,50.1055315,14.4144455
74172108,4,50.1055417,14.4145214
74172108,5,50.1056387,14.4148414
74172108,6,50.1056555,14.4148969
74172108,7,50.1057682,14.415205
74172109,0,50.1062192,14.4115659
74172109,1,50.1062413,14.4115971
74172109,2,50.106266,14.411629
74172111,0,50.1058902,14.4121719
74172111,1,50.1058295,14.4121849
74172113,0,50.1063123,14.4113996
74172113,1,50.106401,14.411437
74172114,0,50.106266,14.411629
74172114,1,50.1063622,14.4118316
74172114,2,50.1064393,14.4120002
74172114,3,50.1065575,14.412129
74172114,4,50.1066928,14.412245
74172114,5,50.1067562,14.4122051
74172114,6,50.1068138,14.4121609
74172115,0,50.1056251,14.4124814
74172115,1,50.1056526,14.4125934
74172117,0,50.1058295,14.4121849
74172117,1,50.1057577,14.4122211
74172117,2,50.1056429,14.4123322
74172117,3,50.1055971,14.4123826
74172117,4,50.1056251,14.4124814
74172118,0,50.106401,14.411437
74172118,1,50.1064727,14.4114789
74172118,2,50.106523,14.4115218
74172118,3,50.1065943,14.4116101
74172118,4,50.1066567,14.4117364
74172118,5,50.1067317,14.4119094
74172118,6,50.1068138,14.4121609
74172118,7,50.1068192,14.4122002
74172118,8,50.1068311,14.4122963
74172118,9,50.1068415,14.4124503
74172118,10,50.1068447,14.4128662
74172118,11,50.1068433,14.4134815
74172118,12,50.1068646,14.4136418
74172118,13,50.1068941,14.4137077
74172118,14,50.1072802,14.4143771
74172118,15,50.1074736,14.4147148
74172118,16,50.1075637,14.4148736
74172118,17,50.1076221,14.4149806
86536100,0,50.1044239,14.4147756
86536100,1,50.1044743,14.4148701
86536100,2,50.1045309,14.4148855
86536100,3,50.1045787,14.4148646
86536100,4,50.104621,14.4148241
86536100,5,50.1046688,14.4147289
86536100,6,50.1047225,14.4145854
86536100,7,50.1047919,14.4143652
86536100,8,50.1048257,14.4141952
86536100,9,50.1048581,14.4139033
86719890,0,50.1063363,14.4183078
86719890,1,50.1064561,14.4179522
86719890,2,50.106493,14.4177923
86719890,3,50.1065851,14.4178016
86719890,4,50.1066451,14.417825
86720737,0,50.1054032,14.4193262
86720737,1,50.1052847,14.4193949
86842652,0,50.108754,14.413305
86842652,1,50.1090156,14.4132755
86842652,2,50.1091968,14.4133001
86842652,3,50.1095269,14.4132865
86842652,4,50.1097215,14.4133123
86842652,5,50.1098491,14.4133529
86842652,6,50.109946,14.4134131
86842652,7,50.1100673,14.4135568
86842652,8,50.1101501,14.4136948
86842652,9,50.1101924,14.4137848
86842652,10,50.1102123,14.4139405
104852078,0,50.1050601,14.4139321
104852078,1,50.1052005,14.4142643
104895213,0,50.106589,14.4141226
104895213,1,50.106563,14.4140434
104895213,2,50.1065666,14.4138828
104895213,3,50.1065676,14.413702
104895213,4,50.1065566,14.4136316
104895213,5,50.1065437,14.4135772
104895213,6,50.1065174,14.4135232
104895213,7,50.1064605,14.4134458
104895213,8,50.1063813,14.4133642
104895215,0,50.1057602,14.4140388
104895215,1,50.1055473,14.4139829
104895217,0,50.1053402,14.4141504
104895217,1,50.1052835,14.4141965
104895218,0,50.1052835,14.4141965
104895218,1,50.1052005,14.4142643
104902146,0,50.1046807,14.4152487
104902146,1,50.1048804,14.4144039
113456921,0,50.1032195,14.4183193
113456921,1,50.1033088,14.4183203
113465850,0,50.1054044,14.4278037
113465850,1,50.1052775,14.4279825
113465850,2,50.105231,14.4281635
113465850,3,50.1052287,14.4283078
113465850,4,50.1052728,14.4284506
113465851,0,50.1059035,14.4140967
113465851,1,50.1059135,14.4140624
113465851,2,50.1059164,14.4140273
113465851,3,50.1059127,14.4139924
113465851,4,50.1059028,14.4139607
113465851,5,50.1058874,14.4139347
113465851,6,50.1058679,14.4139167
113465851,7,50.1058459,14.4139082
113465851,8,50.1058232,14.4139098
113465851,9,50.1058018,14.4139215
113465851,10,50.1057835,14.4139423
113465851,11,50.1057698,14.4139705
113465851,12,50.1057618,14.4140035
113465851,13,50.1057602,14.4140388
113465851,14,50.1057657,14.4140755
113465851,15,50.1057782,14.4141078
113465851,16,50.1057964,14.4141326
113465851,17,50.1058186,14.4141476
113465851,18,50.1058426,14.4141513
113465851,19,50.1058663,14.4141434
113465851,20,50.1058872,14.4141246
