way_id,point_index,lat,lon
356355969,1,49.0849685,17.339201
356355969,2,49.0850243,17.3391567
356355969,3,49.0851196,17.339081
356355969,4,49.0852916,17.3389488
356355969,5,49.0852074,17.3384279
356355969,6,49.085015,17.3385195
356448672,0,49.0856955,17.3377388
356448672,1,49.0856999,17.3377496
356448672,2,49.0857018,17.3378006
356448672,3,49.0857266,17.3378613
356448672,4,49.0857498,17.3378842
356448672,5,49.0857697,17.3378945
356448672,6,49.0857959,17.3378916
356448672,7,49.0858739,17.337847
356448672,8,49.0858349,17.3377199
356448672,9,49.0859617,17.3376208
356448672,10,49.0859917,17.337634
356448672,11,49.0860693,17.3375771
356448681,0,49.0856653,17.3376654
356448681,1,49.0856955,17.3377388
356448686,0,49.0849735,17.3347595
356448686,1,49.0848532,17.3347352
356448686,2,49.0847571,17.3347188
356448686,3,49.0847147,17.3347268
356448686,4,49.0846866,17.3347463
356448686,5,49.0846697,17.3347686
356448686,6,49.0846525,17.3348081
356448686,7,49.0846446,17.3348637
356448686,8,49.0846616,17.3352339
356448686,9,49.0846707,17.3354636
356448686,10,49.0846767,17.3355264
356448686,11,49.0846941,17.33599
356448686,12,49.084708,17.3362213
356448686,13,49.0847324,17.3363576
356448686,14,49.0847643,17.3364773
356448686,15,49.0847988,17.3365798
356448686,16,49.0848918,17.3367659
356448686,17,49.0849589,17.3368586
356448686,18,49.0853286,17.3371726
356448686,19,49.0854112,17.3372652
356448686,20,49.085548,17.3374375
356448686,21,49.0855859,17.3374725
356448686,22,49.0856449,17.3376158
356448686,23,49.0856653,17.3376654
356448689,0,49.0864058,17.3389041
356448689,1,49.0860995,17.3393337
356448689,2,49.0860172,17.3393796
356448689,3,49.0859783,17.3393774
356448689,4,49.0859489,17.3393572
356448689,5,49.0859284,17.3393191
356448689,6,49.0859254,17.3392899
356448689,7,49.0859497,17.3389837
356448689,8,49.0859471,17.3388009
356448689,9,49.0859376,17.3386411
356448689,10,49.0859166,17.3384925
356448689,11,49.0858773,17.3383108
356448689,12,49.0858329,17.338174
356448689,13,49.0858244,17.3381353
356448689,14,49.0858175,17.3380915
356448689,15,49.0858226,17.3380444
356448689,16,49.085841,17.3380102
356448689,17,49.0858667,17.3379822
356448689,18,49.0859077,17.3379489
356448689,19,49.0859629,17.3379042
356448689,20,49.0859827,17.3379076
356448689,21,49.0860066,17.3379222
356448689,22,49.086029,17.337971
356448689,23,49.0860608,17.337945
356448695,0,49.0858739,17.337847
356448695,1,49.0858935,17.3379061
356448695,2,49.0859077,17.3379489
356448701,0,49.0857321,17.3381277
356448701,1,49.0857099,17.3381371
356448701,2,49.0856178,17.3381423
356448701,3,49.0855767,17.338227
356448703,0,49.0862113,17.3385684
356448703,1,49.0864058,17.3389041
356448703,2,49.0864791,17.3387982
356448703,3,49.0865357,17.3387312
356448707,0,49.0858175,17.3380915
356448707,1,49.0857742,17.3380972
356448707,2,49.0857321,17.3381277
356448707,3,49.0857666,17.3394085
356448707,4,49.0858377,17.3394892
507633351,0,49.0836953,17.3358127
507633351,1,49.0836896,17.3357865
511315414,0,49.084516,17.3375692
511315414,1,49.0845078,17.3373615
511315427,0,49.084077,17.3359766
511315427,1,49.0840344,17.3358543
511315427,2,49.0839962,17.3358128
511315427,3,49.0839308,17.3358323
511315427,4,49.0838759,17.3358466
511315427,5,49.0838515,17.3358212
511315427,6,49.0838216,17.3357908
511315427,7,49.083765,17.3357772
511315427,8,49.0837212,17.3357764
511315427,9,49.0836896,17.3357865
511315427,10,49.083658,17.3358123
511315427,11,49.0836203,17.3358568
511315427,12,49.0835921,17.335905
511315427,13,49.0835655,17.3359821
511315427,14,49.0835521,17.3360185
511315427,15,49.0834895,17.3360515
511315427,16,49.0834679,17.3360752
511315427,17,49.0834733,17.3361909
511315429,0,49.084087,17.3421419
511315429,1,49.0841256,17.3422176
511315433,0,49.0849519,17.3381816
511315433,1,49.085071,17.3381317
511315433,2,49.085,17.3377002
511318207,0,49.0836117,17.3333068
511318207,1,49.0837121,17.3333532
511318207,2,49.083807,17.3333922
511318207,3,49.0839,17.3334302
511318207,4,49.0840145,17.3334652
511318207,5,49.0844519,17.3335601
511318207,6,49.0845075,17.3335801
511318207,7,49.0845723,17.3336101
511318207,8,49.0846234,17.3336461
511318207,9,49.0846502,17.3336741
511318207,10,49.0846712,17.3337021
511318207,11,49.0847,17.333757
511318207,12,49.0847203,17.333815
511318207,13,49.0847327,17.333882
511318207,14,49.0847334,17.333937
511318207,15,49.0847255,17.3340299
511318207,16,49.0847124,17.3340859
511318207,17,49.084679,17.3341699
511318207,18,49.0846496,17.3342368
511318207,19,49.0845952,17.3343768
511318207,20,49.0845645,17.3344778
511318207,21,49.0845448,17.3345707
511318207,22,49.0845315,17.3346685
511318207,23,49.0845245,17.3347197
511318207,24,49.0845193,17.3348006
511318207,25,49.0845186,17.3349356
511318207,26,49.0845245,17.3351345
511318207,27,49.0845442,17.3354594
511318207,28,49.0845458,17.3354773
511318207,29,49.0845478,17.3355434
511327609,0,49.0846707,17.3354636
511327609,1,49.0846247,17.3354674
511327609,2,49.0845458,17.3354773
635735771,0,49.0850593,17.3387576
635735771,1,49.084955,17.3388
635735772,0,49.0850243,17.3391567
635735772,1,49.084955,17.3388
635735772,2,49.0849104,17.338571
635735782,0,49.0852901,17.3377488
635735782,1,49.085173,17.3378042
635735782,2,49.085139,17.3376415
635735783,0,49.085152,17.3376352
635735783,1,49.0852614,17.3375925
635735783,2,49.0852901,17.3377488
635735783,3,49.0853324,17.3377324
635735783,4,49.0853812,17.3380047
635735783,5,49.085071,17.3381317
635735784,0,49.0833792,17.3349547
635735784,1,49.0833437,17.3347575
635735785,0,49.0832018,17.3349281
635735785,1,49.0833437,17.3347575
635735785,2,49.0834353,17.3346453
635735786,0,49.0832136,17.3350114
635735786,1,49.0833792,17.3349547
635735786,2,49.0835092,17.334912
635735787,0,49.083113,17.334833
635735787,1,49.0829389,17.3348716
635735787,2,49.0828726,17.3349427
635735788,0,49.0831836,17.3347994
635735788,1,49.0831276,17.3348612
635735788,2,49.083113,17.334833
635735788,3,49.08269,17.334018
635735788,4,49.0828196,17.3338717
635735788,5,49.0829551,17.3337097
635735789,0,49.0833223,17.33567
635735789,1,49.0833091,17.3355718
635735789,2,49.0832684,17.3353619
635735789,3,49.0832136,17.3350114
635735789,4,49.0832018,17.3349281
635735789,5,49.0831836,17.3347994
635735789,6,49.0832509,17.3347072
635735789,7,49.0828196,17.3338717
635735790,0,49.0837179,17.3373232
635735790,1,49.0837553,17.3374882
635735791,0,49.083505,17.3366976
635735791,1,49.0835363,17.3368388
635735791,2,49.0836392,17.3367856
635735792,0,49.0835743,17.3373548
635735792,1,49.0836413,17.33731
635735792,2,49.083675,17.3373323
635735792,3,49.0837179,17.3373232
635735792,4,49.0837412,17.3372959
635735792,5,49.0837632,17.3372394
635735792,6,49.0837668,17.337182
635735792,7,49.0837501,17.3371165
635735792,8,49.0837221,17.3370664
635735792,9,49.0836857,17.3370555
635735792,10,49.0836583,17.3370618
635735792,11,49.0836362,17.3370882
635735792,12,49.0836207,17.3371192
635735792,13,49.0836147,17.3371465
635735792,14,49.0836147,17.3371689
635735792,15,49.0836147,17.337192
